transition_risk,physical_risk,regulatory_risk,market_risk,technology_risk,reputation_risk,overall,date
0.5047177591414003,0.41752987620735854,0.3187994247363114,0.2961831619182224,0.16932619822855752,0.4422989550453888,0.37369113701659884,2024-08-01 15:37:00.476444
0.5214046955602835,0.31307773319469195,0.3803146690076099,0.21901369771176132,0.26451094008116316,0.37589957210673225,0.32396518834396243,2024-08-02 15:37:00.476444
0.5074019714846578,0.3701670089606527,0.3501886591250499,0.23584069008241576,0.19438591156681226,0.328199842843918,0.34058786255850365,2024-08-03 15:37:00.476444
0.4875042864194462,0.4104727924784066,0.30327763846696376,0.2939976508450156,0.0881208953143194,0.3131289972427689,0.268956154902942,2024-08-04 15:37:00.476444
0.4464556438475901,0.4219658125918715,0.27370164596548474,0.26081943164590965,0.08714718835020437,0.3066198594378187,0.335882848659003,2024-08-05 15:37:00.476444
0.5254526924872208,0.3791229402890397,0.31981873474834466,0.2416201769568113,0.09426109488090526,0.32141200932967473,0.31903844102259515,2024-08-06 15:37:00.476444
0.5176489327812698,0.2962646646236342,0.36479799766479715,0.23016577582891892,0.12875363639311335,0.2945740526839912,0.3056072040095051,2024-08-07 15:37:00.476444
0.5426142715608067,0.19733037053185185,0.4246342451160725,0.2695935869369317,0.10934453769083305,0.3023797660802324,0.226043330692813,2024-08-08 15:37:00.476444
0.5043633651477522,0.1788248102441233,0.38129512838693425,0.22494131029868955,0.13341277668311854,0.3470337932859735,0.3709315486971188,2024-08-09 15:37:00.476444
0.5117354001388681,0.21744744249113748,0.399871824448728,0.2491958925656357,0.13227162247145982,0.3681610858209288,0.3304247208659742,2024-08-10 15:37:00.476444
0.5930860101026535,0.20749812855563685,0.3613984951436122,0.23815907942754455,0.19488136469118209,0.34969739144030776,0.34338799739395304,2024-08-11 15:37:00.476444
0.6377607103390355,0.23587965861797977,0.43200700034635037,0.31786981073730025,0.20754089558958835,0.3818445251158481,0.40397810022486463,2024-08-12 15:37:00.476444
0.6377629474432436,0.2651705444190777,0.38966322979677614,0.30586021648656425,0.33505009120833773,0.3608543482240635,0.37317911031130013,2024-08-13 15:37:00.476444
0.6260261965447292,0.29877237657691713,0.33156226731343863,0.20776124935694473,0.324167811649134,0.36286534508315493,0.35078974828434295,2024-08-14 15:37:00.476444
0.6337557312362595,0.21292988613546038,0.28334425364098603,0.2412428753996434,0.3738542118090919,0.4019317880939107,0.44754526300934966,2024-08-15 15:37:00.476444
0.6834467011470778,0.18427240468728504,0.2849840245696695,0.2623262452228876,0.43629890930650433,0.3898264309421433,0.3187875858829588,2024-08-16 15:37:00.476444
0.7268396944617843,0.21294229054248007,0.31717582951364537,0.2730005877227878,0.32114490891094916,0.3321711673892539,0.2840977193045008,2024-08-17 15:37:00.476444
0.780575365095668,0.28589714435042524,0.34473761145046833,0.3279022402244034,0.35212500785280465,0.33436598476814805,0.4593732087742274,2024-08-18 15:37:00.476444
0.768726287432647,0.4541415833198368,0.29751757105927445,0.25431645838699446,0.29452684217864306,0.37529190374769,0.43094089089880133,2024-08-19 15:37:00.476444
0.6528455314175102,0.46103046638770867,0.2820946214389516,0.21712798298543176,0.2841148107485518,0.41862885436435093,0.33828162261349143,2024-08-20 15:37:00.476444
0.7230083156137577,0.40215869522622605,0.2618959622703154,0.22043982905917475,0.2359920717802656,0.3671384696531371,0.46273660027797736,2024-08-21 15:37:00.476444
0.6682502261822336,0.33830998449991345,0.21314400498748437,0.2308024047564094,0.2943034608855132,0.3964782513331017,0.37241595242585174,2024-08-22 15:37:00.476444
0.5621907651683508,0.3911313423138331,0.19541543598935604,0.22695144651999422,0.26897802252829883,0.38203996335382195,0.3537333797137751,2024-08-23 15:37:00.476444
0.5841307023627622,0.4710460715605286,0.26153208825955493,0.16446877410673583,0.08911235767576377,0.4451931802465848,0.22985706601729716,2024-08-24 15:37:00.476444
0.4782454301630897,0.4376430330130863,0.20746912879650464,0.15049546004443293,0.09026654213886191,0.38559227846543787,0.35928129537658215,2024-08-25 15:37:00.476444
0.47186374980817736,0.37997216960895847,0.22285851789285907,0.23072300182219502,0.09662033193532411,0.41310542765973984,0.32549384289501687,2024-08-26 15:37:00.476444
0.37101903042423967,0.41547713108730044,0.2887657260476183,0.18610693711199983,0.0583960181830687,0.3930954353222508,0.333614838023224,2024-08-27 15:37:00.476444
0.502437393912204,0.42974890838370844,0.3487509777735567,0.18999737807992315,0.10865112490387063,0.3633299910009472,0.35118021940104477,2024-08-28 15:37:00.476444
0.45470831199317174,0.43905480967514227,0.42243140633133514,0.21617093250961886,0.033758207452731254,0.4045602252419451,0.31232401691727635,2024-08-29 15:37:00.476444
0.4468187393912544,0.4911238278847954,0.43129577670867925,0.25489778194944046,0.11331884585757362,0.4513280972330872,0.29164456189010973,2024-08-30 15:37:00.476444
0.3792191760740545,0.5208787657558874,0.44611371504134917,0.2857959943625672,0.1400284065631151,0.3573812810350962,0.3765718145226554,2024-08-31 15:37:00.476444
0.40317374459348165,0.5342176423272079,0.4175024944387221,0.26268531887868846,0.09543187944720846,0.3997928182383361,0.33814160299031576,2024-09-01 15:37:00.476444
0.37729273445348804,0.5030041222692897,0.3548021057292062,0.22490641774839523,0.13935514835560164,0.3929730851564306,0.3150371326417609,2024-09-02 15:37:00.476444
0.4031778049040194,0.5281493265269165,0.4568407334825993,0.3057147144181308,0.12410400992513708,0.390869331282254,0.3871275438322473,2024-09-03 15:37:00.476444
0.3549442239970527,0.4642383279110991,0.5193003913892225,0.3445823584128499,0.09268351337457877,0.331794404154515,0.3503647056743058,2024-09-04 15:37:00.476444
0.3623876132268334,0.47013755942130714,0.5600922116614035,0.34464705952728925,0.07885665404300676,0.35880749918986465,0.3972864172846131,2024-09-05 15:37:00.476444
0.3569602021815867,0.46135404628348586,0.548479248789118,0.4044604154128398,0.11871877097096947,0.46172857537492523,0.4030133353518743,2024-09-06 15:37:00.476444
0.3293016071388988,0.38277232585196164,0.5926548529294029,0.3324235912037484,0.08499635487293156,0.43108954228356755,0.25673859622269085,2024-09-07 15:37:00.476444
0.3057903610028392,0.3988151929551951,0.6234928517075801,0.27217068073366935,0.01,0.4812883386052593,0.40876033083862745,2024-09-08 15:37:00.476444
0.3027867369713889,0.36911799834996334,0.5455650265789657,0.17680359874822493,0.01,0.47312791686753475,0.23457921265492782,2024-09-09 15:37:00.476444
0.22056447720195985,0.38470604277492687,0.5382642409233319,0.3144338018863503,0.08170326087342228,0.4436012337683062,0.28051686274453136,2024-09-10 15:37:00.476444
0.2610477882577992,0.338630137660496,0.4948332933335236,0.3216824977897274,0.14912945726211724,0.37409851292936586,0.3463558070600312,2024-09-11 15:37:00.476444
0.22909336182900908,0.3765002423883862,0.4530519262880639,0.33263161122099594,0.09027992152155276,0.43428533110431666,0.32793952525762776,2024-09-12 15:37:00.476444
0.22219768740302057,0.4494071992202139,0.38659185266270024,0.36523747332591605,0.07502396271920736,0.43382188643744385,0.24974776500870147,2024-09-13 15:37:00.476444
0.2992720180772049,0.3455513554615466,0.3943215230071453,0.2780513016680679,0.05811693427563067,0.408433936198766,0.3420526286052804,2024-09-14 15:37:00.476444
0.33665419781116,0.29078526463931625,0.447246423971359,0.29441582523056503,0.054066714846449954,0.3912763591168932,0.36110157899503553,2024-09-15 15:37:00.476444
0.28426956977572293,0.2493509708789456,0.4558425958002607,0.319991454407674,0.08382997131984621,0.4190535342436972,0.301524015709528,2024-09-16 15:37:00.476444
0.1585475516100926,0.1922705313101658,0.3867820231507531,0.3243410939688064,0.054909443830641856,0.39433454981384025,0.2889493583689505,2024-09-17 15:37:00.476444
0.19013276723826467,0.18927395834690375,0.3813743902096064,0.2554549500844021,0.01,0.3492027766480465,0.3161109549566302,2024-09-18 15:37:00.476444
0.18690803204350587,0.2131335033217885,0.4011947372871947,0.3106942353956053,0.04288501321142733,0.3428776368069796,0.28600543221773145,2024-09-19 15:37:00.476444
0.20302678014941086,0.24979809903116715,0.39183451754076,0.2877155977065031,0.01,0.3355190761212603,0.1996190573568426,2024-09-20 15:37:00.476444
0.243589963718568,0.2655109587723728,0.4023999266001914,0.2660188983428817,0.08841051736673804,0.32756449689006023,0.2073374546572725,2024-09-21 15:37:00.476444
0.2896200347255996,0.29808475376052096,0.3690239828944169,0.23704355134595623,0.03369502092531828,0.30798298898572735,0.28154272989414664,2024-09-22 15:37:00.476444
0.272709519985968,0.2963015631915928,0.356215777731146,0.27044816823734136,0.12351223556344113,0.3661060025651479,0.24040714358444865,2024-09-23 15:37:00.476444
0.2706286183022594,0.27122643905686245,0.34140447975312715,0.24751162677508332,0.03161427954855135,0.48914906552695053,0.2711044478801289,2024-09-24 15:37:00.476444
0.291046004637386,0.23181328365971016,0.40595825529614904,0.19832617579000097,0.03049854631905385,0.4342320012760877,0.21961936219580347,2024-09-25 15:37:00.476444
0.3134559275297204,0.22846631506552673,0.35653014956671086,0.24632874653265868,0.01,0.33530000779245894,0.20443910246917862,2024-09-26 15:37:00.476444
0.3228010364653906,0.19221650794390732,0.26108823759037514,0.24616389549013953,0.01,0.32419768145407624,0.18395894408528973,2024-09-27 15:37:00.476444
0.38870980188441473,0.21453106081278767,0.3263149589466241,0.2934815127490464,0.01,0.23504939552313034,0.18494288097340117,2024-09-28 15:37:00.476444
0.40571292119334773,0.17965215478299495,0.33146131742450546,0.37850784166918494,0.07441813388348835,0.1720837716588774,0.24029178150606179,2024-09-29 15:37:00.476444
0.4354227859077473,0.1649728052611517,0.27722976223850343,0.3449602105191426,0.0886366100562209,0.15666308721190064,0.18598355167812985,2024-09-30 15:37:00.476444
