legacy_systems,digital_transformation,tech_debt,innovation_gap,digital_competence,data_management,overall,date
0.17945725907576063,0.35162591722060854,0.25160453245413517,0.024941288922038604,0.47303712515976,0.16586695076125427,0.21145916931441996,2024-08-01 15:37:00.504841
0.15666037215543227,0.44348212911963003,0.25269427944907824,0.03482338277595243,0.4258353527767067,0.07022070481837347,0.3090271058948704,2024-08-02 15:37:00.504841
0.13878070680292764,0.3430554803188453,0.3143438138323559,0.01,0.3841455944586716,0.14175794807321834,0.25025012674805036,2024-08-03 15:37:00.504841
0.17894439491579464,0.3660427126812052,0.3197472563988525,0.06861552240239295,0.2918689857935053,0.14925531292602093,0.1918538753375307,2024-08-04 15:37:00.504841
0.25622081597199436,0.3823527439462265,0.3659226597316281,0.12379524060109465,0.3728770531935941,0.2661119291702497,0.33158923552530517,2024-08-05 15:37:00.504841
0.3631910202189823,0.357733587541171,0.2968640643653377,0.1648802453406267,0.429941541161898,0.23816264926094277,0.356318470743215,2024-08-06 15:37:00.504841
0.426162962810458,0.35045555073989393,0.3044517647396399,0.1356338923884273,0.4479012296408016,0.17488306036215262,0.2878573065553743,2024-08-07 15:37:00.504841
0.4233467357112707,0.4359522677737791,0.26873046492517927,0.09911755699502568,0.37126947377044794,0.23463639193977873,0.3371640109853009,2024-08-08 15:37:00.504841
0.46020586446562395,0.3852747812523135,0.4046874970250077,0.20540773954566924,0.4596522770441517,0.34118157535782845,0.434481101756279,2024-08-09 15:37:00.504841
0.37945285565422204,0.43103641374906015,0.482994200452878,0.2816885854948622,0.4973469756958529,0.27761667883526864,0.4082928419356145,2024-08-10 15:37:00.504841
0.5144169400819678,0.4294137884274564,0.49066928665769916,0.33474026347474967,0.47239456934217455,0.231591565585119,0.40420001234880504,2024-08-11 15:37:00.504841
0.4594410222225534,0.4659406129525561,0.5581810062056545,0.35031904477487114,0.49403588369474205,0.32076464282056805,0.45137248531852614,2024-08-12 15:37:00.504841
0.48955767682727136,0.487168412185447,0.5107663305768524,0.3676847515604355,0.48388733196105577,0.45092320378461803,0.47325879412273103,2024-08-13 15:37:00.504841
0.4931370765460408,0.3596976903424005,0.47761184576765037,0.40382427567372287,0.5204213837231817,0.4792430481373902,0.44655935185323475,2024-08-14 15:37:00.504841
0.4051568319152947,0.3115243975685067,0.3579704651498725,0.39545324337723303,0.4611521489505615,0.43575245576296767,0.39182817765613953,2024-08-15 15:37:00.504841
0.3559623241189077,0.27395449352845497,0.3989270902719091,0.3494932478025403,0.34247917608947526,0.50845409879804,0.35218777217921193,2024-08-16 15:37:00.504841
0.4289197169940431,0.22224980597674376,0.2778967337461906,0.43904773356380145,0.4760880522329081,0.48621139551964987,0.3648574708827288,2024-08-17 15:37:00.504841
0.4179928742694219,0.19613382390666437,0.2505586311893491,0.42271026321331184,0.5168490822014807,0.4440769356469701,0.38085881892994444,2024-08-18 15:37:00.504841
0.3585338448586395,0.21432984013038167,0.18562900680993585,0.4565160327432977,0.5222829683978585,0.41189962398759483,0.38470458950956443,2024-08-19 15:37:00.504841
0.3825443244444303,0.2791964128735721,0.2568764169321978,0.36865117310902873,0.5944217716383791,0.4512749447775044,0.38895240435309447,2024-08-20 15:37:00.504841
0.3949726506161236,0.20963470931868494,0.38561754557474337,0.4191638092862331,0.6792237357948325,0.4511322306327218,0.4213263577292775,2024-08-21 15:37:00.504841
0.4254203235074586,0.21994930670825177,0.43513051577348305,0.43589484852449784,0.7807529316239258,0.47588324044105873,0.4683194267548342,2024-08-22 15:37:00.504841
0.3282378279368278,0.24581011952526485,0.47051789912208936,0.4135569211748622,0.8825480388210547,0.52241575086537,0.4758123529099527,2024-08-23 15:37:00.504841
0.33028385608944055,0.3215294692131756,0.47949948082225446,0.3344545739194896,0.8895135036292228,0.5024513142573221,0.4896086870635685,2024-08-24 15:37:00.504841
0.34123074043295315,0.4230293264581889,0.4827104398426809,0.36433385728207146,0.9397216520634963,0.5558194574043973,0.430863388187193,2024-08-25 15:37:00.504841
0.3106420910499528,0.40956919274942183,0.4290632278376494,0.3522132594374424,0.8499890676758219,0.5482718891058179,0.5266336352756169,2024-08-26 15:37:00.504841
0.3855196841339775,0.3522999420386762,0.3369667275443959,0.4595722104356873,0.9123453261594294,0.511713920754658,0.5085599650103603,2024-08-27 15:37:00.504841
0.3560490881978605,0.37561470007881864,0.34604957905412104,0.42186979553809834,0.9154417485211758,0.42316426980847743,0.4558254338889084,2024-08-28 15:37:00.504841
0.3487257318107915,0.32257714485955097,0.3682272278683574,0.3130479905061263,0.99,0.4057351123484312,0.5857594928655562,2024-08-29 15:37:00.504841
0.31426005547485003,0.3422103427882481,0.3889096474267228,0.2563837424856612,0.99,0.49337261141557975,0.4088079821583612,2024-08-30 15:37:00.504841
0.29380288568595914,0.3004359125363967,0.4172221892424964,0.329793499129774,0.9706378327888385,0.5356731998666543,0.49909322642482346,2024-08-31 15:37:00.504841
0.33991356362394237,0.17751140460568318,0.45995896872549064,0.3842181404035913,0.9415416731371518,0.5557957865353491,0.3466280244686911,2024-09-01 15:37:00.504841
0.266860152329943,0.21920130331792947,0.4603039509902782,0.47146477908764134,0.8795285114958422,0.4859199505704285,0.5396178278138476,2024-09-02 15:37:00.504841
0.2970806431750638,0.1873620050021176,0.40238501551975864,0.46060130123585546,0.8556094900194517,0.4506624343389039,0.4562909102059649,2024-09-03 15:37:00.504841
0.25807866864229023,0.2886350791038706,0.4279225441777309,0.500340945499112,0.8758844322173833,0.4859949951535117,0.423615986181734,2024-09-04 15:37:00.504841
0.19144988256151063,0.29437340571905674,0.46606940315727846,0.5102033774022876,0.9411468074543563,0.5347656786549939,0.4570730160594996,2024-09-05 15:37:00.504841
0.17903828721920606,0.20653690412068282,0.44471496138645406,0.4738559733770219,0.9681228092637957,0.5764786053269552,0.4413823360851533,2024-09-06 15:37:00.504841
0.28351365245579246,0.27375582406389215,0.48223877244246677,0.474472760337424,0.8959302238107936,0.582330307313395,0.4126561539883152,2024-09-07 15:37:00.504841
0.3217706807642228,0.2686513065601524,0.48469749338882145,0.45296727795419955,0.7907059753423998,0.5276521835385839,0.4802964497713596,2024-09-08 15:37:00.504841
0.30153671798717707,0.31054210721645725,0.4175645296223573,0.5328023579713859,0.7945646436568162,0.5744971877821446,0.5967614701506818,2024-09-09 15:37:00.504841
0.25000631878101587,0.4922475608343435,0.5631150414856531,0.4949501360072055,0.6786854506904514,0.5344073226936458,0.5030562710289344,2024-09-10 15:37:00.504841
0.368534160976796,0.4909644562946447,0.5340160431194455,0.5824691428327298,0.6660672984224459,0.5818164844755852,0.5550197311714068,2024-09-11 15:37:00.504841
0.38517618231314477,0.5013108772308709,0.4683772183085272,0.5387333273977533,0.5794412015629287,0.5565734121770526,0.5001107610817241,2024-09-12 15:37:00.504841
0.38654514471661705,0.5382871198884256,0.4238794055784591,0.5140551285788876,0.6217854718979595,0.6492949659486379,0.5199190922788535,2024-09-13 15:37:00.504841
0.4177544131224646,0.6874658992000043,0.28837762012465934,0.5153758304583475,0.5903263423517122,0.6146423579013983,0.6239270753190839,2024-09-14 15:37:00.504841
0.6471283451527086,0.5670353830375695,0.2776290452943884,0.4726178258382055,0.5675759671371938,0.5806414846456237,0.4445924448969251,2024-09-15 15:37:00.504841
0.603820047283527,0.4437502939043629,0.3658389526139891,0.47550939668117104,0.47543198392024794,0.5667696703352041,0.4875243041748434,2024-09-16 15:37:00.504841
0.6431750792339548,0.4289563166311952,0.37911102438517313,0.4858635424441184,0.5394823215259144,0.5136736109021927,0.5251931138096487,2024-09-17 15:37:00.504841
0.5454969168913976,0.42909465568530286,0.33372659993938936,0.5604146248106163,0.5491251225196683,0.4533960006388721,0.48098075196505646,2024-09-18 15:37:00.504841
0.5726044546071631,0.4942524074611947,0.33392752961768707,0.4439324926970971,0.5604900951729976,0.4041345465065995,0.41388950760837906,2024-09-19 15:37:00.504841
0.5366395255895665,0.4949246141049226,0.2217531071769403,0.40760242735658014,0.4815365105884423,0.48212394096470484,0.3364709291789033,2024-09-20 15:37:00.504841
0.6024274619574235,0.5514093326162521,0.22807671293261614,0.5083728514802145,0.3764092751859094,0.4267617255102915,0.47998978757681005,2024-09-21 15:37:00.504841
0.5609535221977707,0.5174337954835718,0.21723881573391401,0.48404784782638594,0.3334118193781551,0.4026758532068053,0.3703172544515544,2024-09-22 15:37:00.504841
0.6124053063914588,0.4311274305035865,0.28266978661022524,0.4609256740053104,0.31494594718729335,0.535731326547444,0.4424387245315251,2024-09-23 15:37:00.504841
0.6188071843757403,0.45773990815364646,0.30874146844061895,0.42034144611956215,0.27339661007329874,0.5850708873080311,0.44038068335263847,2024-09-24 15:37:00.504841
0.7722937701115572,0.5429682340788461,0.25688492750157566,0.4607389026653052,0.3930230236840695,0.6307920148944006,0.5232602176967013,2024-09-25 15:37:00.504841
0.8004890184470406,0.5014227307755905,0.31847246862998146,0.3756038647117035,0.4629980075205332,0.740194126332436,0.6442488843210691,2024-09-26 15:37:00.504841
0.7824294193703738,0.533599712132278,0.39789185542891226,0.4005138814741817,0.46266193333337324,0.7166988034969581,0.5205309128145252,2024-09-27 15:37:00.504841
0.660374388727622,0.5665334835058917,0.580507101446041,0.5120220646313212,0.4195423081037386,0.5967556711597048,0.5528633973971983,2024-09-28 15:37:00.504841
0.7147929117815772,0.47081932281398503,0.5578382310922625,0.41208520550571587,0.35701572892526695,0.6357148327359494,0.4941571623854962,2024-09-29 15:37:00.504841
0.7709988111418973,0.4545453485344945,0.5672240414678694,0.45360641727591705,0.35930654118679245,0.7040041955939088,0.5272479704768386,2024-09-30 15:37:00.504841
0.7305563248662352,0.49427310953690373,0.5640471479444503,0.38707541816609076,0.38210560817591316,0.8227018973481002,0.6862898311062359,2024-10-01 15:37:00.504841
0.6719067190750592,0.5102802166135214,0.5862456362216037,0.4149745226256512,0.3581561376691824,0.7929010149597963,0.5725061749815754,2024-10-02 15:37:00.504841
0.7105672174312998,0.5472698646458859,0.525731043707547,0.4363494510720726,0.3897132072620675,0.7609042039636563,0.564113492524257,2024-10-03 15:37:00.504841
0.7110096958093318,0.5714501487926087,0.5336755981218112,0.4809177136864007,0.3609599822419366,0.7093863183168708,0.5017891137938852,2024-10-04 15:37:00.504841
0.6839838131141098,0.5574222218279875,0.498572467115256,0.3790413736204063,0.30072791438199314,0.6885577278368973,0.5141884175465701,2024-10-05 15:37:00.504841
0.6971538787930384,0.5509780380625273,0.460760235870387,0.29889609809251405,0.3353116320068871,0.598056077712868,0.4260682105542182,2024-10-06 15:37:00.504841
0.6602108838570485,0.6081855552713382,0.4657665160745556,0.17488810240397556,0.23563429667495972,0.6090848465669209,0.5492571596764421,2024-10-07 15:37:00.504841
0.7181220248493201,0.811611897932278,0.5288322510753841,0.20097727922298497,0.16316843643971593,0.5621092025827604,0.3768576574777387,2024-10-08 15:37:00.504841
0.6847483310002946,0.749058556768197,0.5625124667096633,0.2618659055092166,0.12188197831088467,0.6144810190190205,0.577088624737202,2024-10-09 15:37:00.504841
0.7227693520128184,0.7920570200693657,0.6067476442040922,0.30750448051229845,0.10205179836480589,0.6867005238165553,0.6024717043737198,2024-10-10 15:37:00.504841
0.7084894363367854,0.6839321319795744,0.6610653666842907,0.23058141113004244,0.16021139615435065,0.6528985207879029,0.4874557489004975,2024-10-11 15:37:00.504841
0.713136172466845,0.6548229931204445,0.6011769140970844,0.4228325426699004,0.08863813769381171,0.6710001814325481,0.569047329565096,2024-10-12 15:37:00.504841
0.8060872265463983,0.6974425547565685,0.5094387733239722,0.29055675140260123,0.09123149220515427,0.6572164837175096,0.4867994697164206,2024-10-13 15:37:00.504841
