process_failure,human_error,system_failure,legal_risk,regulatory_compliance,fraud_risk,overall,date
0.17547997253295092,0.43600211505783515,0.44106901147391464,0.43173308661971077,0.2947036304872827,0.18017677842013383,0.34317176303266195,2024-08-01 15:37:00.467229
0.24376357859277153,0.3742365468852676,0.6007596651481284,0.41775671431170247,0.36673139765283347,0.13004801037605765,0.4673632850310327,2024-08-02 15:37:00.467229
0.21631907270219827,0.36699744254441236,0.6089254581690287,0.38312270975675405,0.20650867267049391,0.17442547642390605,0.34160539662400674,2024-08-03 15:37:00.467229
0.1900733875493191,0.29050439623573865,0.7162881812428378,0.3171063707168988,0.1617467400937877,0.29032409707369294,0.33788481085567434,2024-08-04 15:37:00.467229
0.07070088073337569,0.44283356139268093,0.7455660104094364,0.2178584664612021,0.16331513055717545,0.3440916491602187,0.32645156027020666,2024-08-05 15:37:00.467229
0.044494272003633956,0.4428366497209265,0.7417833941256914,0.1054484382973864,0.1804132652512243,0.23365604407022142,0.39010891647791257,2024-08-06 15:37:00.467229
0.01,0.38771540413543626,0.6907117033281172,0.06949556098302334,0.20354170238616767,0.21267539647028397,0.3261063332444982,2024-08-07 15:37:00.467229
0.01,0.4038781272337311,0.6902328676290843,0.16351363448857792,0.246010165984565,0.24030664211564687,0.3725579121087088,2024-08-08 15:37:00.467229
0.034064615351594295,0.39475961714523233,0.6851939498086458,0.2256823931145942,0.2458155477640171,0.29329553944507825,0.5134677907331044,2024-08-09 15:37:00.467229
0.01,0.377948916322979,0.6179251911977754,0.1973049178479368,0.2544384920966798,0.28439101606879524,0.3908255462690294,2024-08-10 15:37:00.467229
0.01,0.3387638844360405,0.5646097930925176,0.36873778795045276,0.3327018150353392,0.2656213933485661,0.33719840579492444,2024-08-11 15:37:00.467229
0.05717735137592541,0.29813932216588745,0.6618366466636206,0.32437227932767976,0.35710103667370907,0.40648117537456196,0.32497216252808064,2024-08-12 15:37:00.467229
0.028770582063218763,0.18909302639270165,0.7656591165230151,0.4252842620662056,0.3437762891279715,0.4556014355099185,0.4108680924297021,2024-08-13 15:37:00.467229
0.024955021725562066,0.3016539451314059,0.7419448911163903,0.5406333887174093,0.35422945260481215,0.48394035953050674,0.3728276588703327,2024-08-14 15:37:00.467229
0.04219497878393892,0.3493130201040181,0.6157466040293524,0.5675996300019726,0.3148636118939994,0.4373707100080291,0.39484582237992644,2024-08-15 15:37:00.467229
0.01,0.37469113068958243,0.43954882708137866,0.5078909957704659,0.32558379888488304,0.3524906070347505,0.3833709729492568,2024-08-16 15:37:00.467229
0.09069086840773918,0.36586275479404584,0.36047892444250623,0.47459732963353446,0.42373269700549143,0.38732866897952994,0.2630537360265481,2024-08-17 15:37:00.467229
0.014093051239525548,0.2954040840093116,0.41508171176783243,0.3072164798215642,0.3570829485391293,0.445882473293962,0.3318678833910988,2024-08-18 15:37:00.467229
0.01,0.294155095591694,0.3178047962791237,0.21032118411575873,0.3102617528738876,0.4426686482170854,0.2970256280154442,2024-08-19 15:37:00.467229
0.04376459269018427,0.19227831259228373,0.38684885608617836,0.1464340720216719,0.4473969821759066,0.4901908399756696,0.23194280889784963,2024-08-20 15:37:00.467229
0.11646135655533085,0.3287000195931119,0.43577150162876904,0.08009404471944284,0.5195708069203346,0.5373466297943195,0.30270503915606123,2024-08-21 15:37:00.467229
0.14299090981681212,0.3978880003846651,0.4260447367638769,0.1358382989230172,0.4627957508935695,0.5909216405813617,0.22413393905070275,2024-08-22 15:37:00.467229
0.14666774314685346,0.40329622343900323,0.3098281121063276,0.2374741955765911,0.4808079855448803,0.46703502755123283,0.3719852251510223,2024-08-23 15:37:00.467229
0.13625157882031413,0.3380350971674333,0.2619436012599179,0.5313083924604489,0.49579172417547784,0.4364060861131755,0.42955848847079886,2024-08-24 15:37:00.467229
0.11439109205731436,0.26283988073457737,0.25025371685769726,0.5989465492728627,0.55001379200812,0.47163571091110745,0.49874466042941695,2024-08-25 15:37:00.467229
0.20745570442086733,0.2549224858415779,0.28364518575338465,0.5317395901665101,0.41087320441485037,0.47128695190412406,0.42244410599284,2024-08-26 15:37:00.467229
0.2408892169044336,0.33113967761437213,0.1950974696514321,0.5004516227450244,0.48727050951973216,0.519634735824108,0.26129041539171816,2024-08-27 15:37:00.467229
0.21946358502798818,0.47728894176891334,0.313124941474355,0.47611656537364466,0.5669098693058143,0.5447259698621069,0.45087940057933046,2024-08-28 15:37:00.467229
0.01,0.36803192664403206,0.34267309537896506,0.506002320011083,0.47513652570407844,0.3754889523786582,0.4366185111496658,2024-08-29 15:37:00.467229
0.0748757216630651,0.41135302306362326,0.3792959320465506,0.6625773798781102,0.45476062214721935,0.45850095814125247,0.43565404373169125,2024-08-30 15:37:00.467229
0.02769062133821394,0.3614871792263051,0.42803534243428887,0.600684643605694,0.549795746998829,0.4191631010335595,0.3978348479477821,2024-08-31 15:37:00.467229
0.02261516208246215,0.3263784164826376,0.5258200150725068,0.659738421031502,0.6464822454581343,0.3529967636786475,0.3927715093428205,2024-09-01 15:37:00.467229
0.01,0.33319861775436777,0.5337681020464917,0.7608866319608668,0.5074002687686563,0.43434215429821177,0.2540678394202114,2024-09-02 15:37:00.467229
0.015075576750213718,0.27371742813582156,0.5797549787633056,0.7804299820845453,0.4410900003430093,0.4784004928015535,0.3543001869265521,2024-09-03 15:37:00.467229
0.0947612345922679,0.26161045321404974,0.5195378071706951,0.7335370282646017,0.3459593349348647,0.5648762670654559,0.38816158819226615,2024-09-04 15:37:00.467229
0.21124117500546624,0.1999626559002274,0.6481314492804715,0.6534194518009461,0.3037265487516544,0.5881668353434573,0.401790341192245,2024-09-05 15:37:00.467229
0.2473018181337655,0.1662066733125911,0.6448327079347571,0.5618877896593213,0.2473199573199482,0.44504085110891034,0.3377987976030868,2024-09-06 15:37:00.467229
0.2060527456316929,0.23405068158389325,0.5810121982274032,0.4058166559731551,0.5176227154970061,0.47293776941451515,0.45384430560671746,2024-09-07 15:37:00.467229
0.21256315541686188,0.24929807041189053,0.632196284362529,0.38843180140556444,0.4785126379326632,0.35461394197744756,0.32492780210023936,2024-09-08 15:37:00.467229
0.33878327183206924,0.3126872011441802,0.47837091532348763,0.36774921384361714,0.4658662707415927,0.4398348730028196,0.37968604396294914,2024-09-09 15:37:00.467229
0.3478726383583286,0.26685605916603267,0.355159657795884,0.4333972647784172,0.4426632525044804,0.3971580196237563,0.39216411590464395,2024-09-10 15:37:00.467229
0.32755345515547213,0.315808156352218,0.4139327741169121,0.387496593646826,0.5599286276671102,0.26874827182309746,0.34372442236448786,2024-09-11 15:37:00.467229
0.3142003908098851,0.19745206569336987,0.34021292467637554,0.37508763543050383,0.6037037766220599,0.26311849488669253,0.38285507975199057,2024-09-12 15:37:00.467229
0.34477381413277186,0.21068583340830502,0.3391239267319083,0.3970267499456011,0.5679821260592561,0.22834102290556282,0.2887410980096863,2024-09-13 15:37:00.467229
0.28639810320914416,0.2675459761461928,0.34139753996352024,0.4334985338211899,0.5510353589559761,0.32022888295296925,0.3642560481190528,2024-09-14 15:37:00.467229
0.2539464197798467,0.14905467266871114,0.2569503112759035,0.4864394410838667,0.5765623604439482,0.43235488104729025,0.3170637053542621,2024-09-15 15:37:00.467229
0.32940425761850994,0.11221423095011365,0.24703048267488353,0.4951940859324514,0.4776898669418216,0.39922724991068004,0.33235605645268973,2024-09-16 15:37:00.467229
0.3570903779620608,0.12965841975133902,0.25619539646572914,0.39267198553914034,0.4840261057020085,0.4182869254088625,0.3383465519457497,2024-09-17 15:37:00.467229
0.36601667526506076,0.21814745945485514,0.24434732295339792,0.42251498264363146,0.5271786330249648,0.44265667025466077,0.31314377427543716,2024-09-18 15:37:00.467229
0.4398642157917744,0.18347319626787623,0.20048113820589314,0.3720374664770627,0.5578830369945509,0.4363749103741439,0.29328739138833754,2024-09-19 15:37:00.467229
