model_risk,data_quality,bias,explainability,stability,regulatory_compliance,overall,date
0.3981773431469665,0.6566180461403354,0.206887702746391,0.4903389124586437,0.418012849535278,0.19206143703328502,0.4702577093163412,2024-08-01 15:37:00.544584
0.5751398602192963,0.6340303051799239,0.13060267916205906,0.4883110285153448,0.44599568809551554,0.06570206914753957,0.22339905352214276,2024-08-02 15:37:00.544584
0.5788753452610859,0.606500150708572,0.02990669410804124,0.4476905893524999,0.5900094216938311,0.16022293994550807,0.3496338157767906,2024-08-03 15:37:00.544584
0.5914424483013458,0.6630898084015283,0.01,0.46179683298026214,0.5278874615807277,0.17229440168512983,0.4728749636609286,2024-08-04 15:37:00.544584
0.7013035223036138,0.7174664545245087,0.3353064616428989,0.26155485617421215,0.7605618843218989,0.11011679707861671,0.5877181145488806,2024-08-05 15:37:00.544584
0.7460020794434695,0.8205121916430302,0.4154509727457877,0.3188054399074051,0.8378584110152003,0.060833691477157066,0.5831138138291915,2024-08-06 15:37:00.544584
0.5719611371365976,0.99,0.3476369054206898,0.4126579338111843,0.9491918239725309,0.01,0.7087666999852802,2024-08-07 15:37:00.544584
0.5585531829811905,0.99,0.3693054187937007,0.5948430789006077,0.8904729417265415,0.01,0.6204901138320822,2024-08-08 15:37:00.544584
0.5940222014441892,0.9518152044342694,0.7486808153911215,0.7002548010507009,0.7470662878294441,0.15919384590678792,0.8215376521804313,2024-08-09 15:37:00.544584
0.6557718430118654,0.99,0.7409246661548757,0.8223213750371337,0.76035270119462,0.06687801323361872,0.5504629455273438,2024-08-10 15:37:00.544584
0.6304527912361669,0.9531201758123053,0.8399230728083588,0.99,0.6944909269636731,0.3799868030006319,0.8116069058015012,2024-08-11 15:37:00.544584
0.5589716094544834,0.7580284070061193,0.8287462814955159,0.8841120109635879,0.9363680727124591,0.383498219074423,0.7715090595342995,2024-08-12 15:37:00.544584
0.6778646642699052,0.583174157498542,0.8291744999925051,0.7639198610094117,0.7604078428360049,0.10279373669059416,0.5555028187119715,2024-08-13 15:37:00.544584
0.6230853090306729,0.5547222636928508,0.6334679512791224,0.7875179211615216,0.9237036973301009,0.01,0.43479948631567117,2024-08-14 15:37:00.544584
0.6960722497056394,0.43785953288694746,0.5612686603731691,0.6589805346106613,0.7131812606186575,0.01,0.5483985996579943,2024-08-15 15:37:00.544584
0.797979786228239,0.43601102137536757,0.6215204532935859,0.704426319550643,0.5995124190409594,0.289200719270349,0.6622098701023833,2024-08-16 15:37:00.544584
0.8143925013674986,0.538228156901201,0.6022343036421076,0.5840066457091767,0.40301172996406176,0.3267346335732015,0.5742189058174738,2024-08-17 15:37:00.544584
0.7203518154400772,0.5008909024818593,0.43189820684829827,0.4909482695090197,0.35051420906047964,0.22569061968077764,0.5465330221845867,2024-08-18 15:37:00.544584
0.7649291438834602,0.29116186648471765,0.5443426452486309,0.3158660604485367,0.3370065888158127,0.3151680961704177,0.49230136615495346,2024-08-19 15:37:00.544584
0.7209871326405082,0.3713239371748649,0.5237394724833003,0.36855808633107656,0.27341756160727737,0.470803459498249,0.387312793677021,2024-08-20 15:37:00.544584
0.99,0.3304659301591182,0.5376207765919924,0.23517639972201396,0.33894546218734606,0.5728463122479667,0.46481914403684776,2024-08-21 15:37:00.544584
0.99,0.31800761238781133,0.37958133469297783,0.32515782881759325,0.32688984412381733,0.6667339299817042,0.39635860862400496,2024-08-22 15:37:00.544584
0.99,0.6012484600656095,0.1942757506505614,0.4311096792184226,0.10218501824744852,0.6071085787392208,0.40991029685422525,2024-08-23 15:37:00.544584
0.99,0.7102803996971248,0.2311403321074817,0.3653734826040901,0.01321184864231624,0.4950201932060275,0.44565986848457784,2024-08-24 15:37:00.544584
0.7330692152805691,0.8442054527292403,0.40305669822862367,0.4869409718447024,0.01,0.5559811664431136,0.5451897664534137,2024-08-25 15:37:00.544584
0.9211770874994196,0.7944996846181837,0.512904038327405,0.5873529457927602,0.16993022580487696,0.4544711174202251,0.5274378573812473,2024-08-26 15:37:00.544584
0.720537557227887,0.99,0.5981704427382644,0.7293595999032938,0.06405128542973323,0.40932707873949237,0.6780532681223184,2024-08-27 15:37:00.544584
0.7283064549317998,0.8711951773209492,0.6252252458507527,0.6391900135448342,0.03413342076289107,0.3192485395204422,0.6557293332311307,2024-08-28 15:37:00.544584
0.6119019603190425,0.6819205699007592,0.4801952512141271,0.549044139574485,0.01,0.2463829249267719,0.36432459398157696,2024-08-29 15:37:00.544584
0.5148404355447184,0.9370711320123197,0.24063447591256987,0.6369071280869407,0.05562381501160666,0.32950111314151265,0.5946847891737896,2024-08-30 15:37:00.544584
0.4960398211742906,0.7075835026460635,0.5698894217492108,0.665151836789135,0.01,0.24960943761797882,0.40485384583835193,2024-08-31 15:37:00.544584
0.35488166962676754,0.6505658628045892,0.5473923179292011,0.7033108723763822,0.020511462415402342,0.3349000064954143,0.5502654497653495,2024-09-01 15:37:00.544584
0.3375194329351552,0.7147037917526383,0.48266195171215664,0.8757493036508521,0.02797723959188979,0.4887905400457178,0.44446358420667337,2024-09-02 15:37:00.544584
0.37907349526703427,0.6729336711384365,0.49640659925066655,0.7006925711723961,0.2579999678120441,0.42465448554028157,0.45877856773924086,2024-09-03 15:37:00.544584
0.633160118988594,0.5951276162939133,0.38885779545521276,0.6130548234982651,0.5464577315634382,0.3011812361026472,0.4470280993482686,2024-09-04 15:37:00.544584
0.5712501334244903,0.6008291786063724,0.3450008235058828,0.7073331581658581,0.4981964758857249,0.42830331694027335,0.5240518733570371,2024-09-05 15:37:00.544584
0.5521862114993755,0.5987635592253657,0.5766150110948303,0.687104572825358,0.5953744369543759,0.46642868444174085,0.5916099182535768,2024-09-06 15:37:00.544584
0.6236423039315628,0.8167095953987313,0.61942141479187,0.45472245508486486,0.7024881072608997,0.37660043811965926,0.5339830619543077,2024-09-07 15:37:00.544584
0.5788374645849741,0.886274792361999,0.68821550933273,0.37041322714765396,0.5568993627926226,0.34124317997813103,0.5616079665075198,2024-09-08 15:37:00.544584
0.5026394830732379,0.9549794916401685,0.6701082958011096,0.22905220493038184,0.7594209769829715,0.3938739670978404,0.5596364107792685,2024-09-09 15:37:00.544584
0.6389295549290996,0.9150234637124358,0.8016693548806708,0.01,0.7032161783078811,0.21821963042183368,0.5427294411584892,2024-09-10 15:37:00.544584
0.8254721957362542,0.9337815357563577,0.9229844697490033,0.11977662935387469,0.767794767742332,0.43178836932482734,0.7619275735889027,2024-09-11 15:37:00.544584
0.7690924055084627,0.5793872070873534,0.879735086696793,0.11568692310207362,0.6056519506847029,0.5413577711665749,0.6039126905630596,2024-09-12 15:37:00.544584
0.6805369650347152,0.5662100396527346,0.99,0.05707658872810607,0.638303496040441,0.5391466688736409,0.5961164801188978,2024-09-13 15:37:00.544584
0.579329671165574,0.61212312778412,0.9829839010262781,0.029954455130119642,0.6988107058194843,0.7291869353734681,0.6417854453293937,2024-09-14 15:37:00.544584
0.653900978362162,0.5260749978054309,0.7864185724640091,0.06551172243764866,0.7772187082931659,0.8852301224035606,0.593278985609118,2024-09-15 15:37:00.544584
0.802873754747495,0.4817648560924951,0.6738504255876001,0.29043274298950594,0.883888017619261,0.8416958481667683,0.7006187498059306,2024-09-16 15:37:00.544584
0.8375730294679614,0.5974395285646028,0.8120070999393608,0.12370259755485813,0.9440032136988562,0.791336709182936,0.7664126050735082,2024-09-17 15:37:00.544584
0.9037835739050608,0.47664648736858084,0.74981253104441,0.3718672854850046,0.99,0.7480471602789431,0.7448142196833523,2024-09-18 15:37:00.544584
0.99,0.596104451186803,0.7478568184234895,0.4204276731205409,0.99,0.8003195064847641,0.7673212276776122,2024-09-19 15:37:00.544584
0.99,0.7944669399090585,0.6572817559122237,0.38246762500252407,0.99,0.84003862797677,0.8873595557915326,2024-09-20 15:37:00.544584
0.99,0.7399241772959906,0.6985482392258748,0.3598693799402582,0.99,0.6081942123472152,0.7498100031171849,2024-09-21 15:37:00.544584
0.9202641905982342,0.613657744302108,0.7555740109168555,0.2761015679290959,0.8414475385363172,0.6489405099061518,0.6062394211953618,2024-09-22 15:37:00.544584
0.99,0.5331880731777333,0.8311161314288913,0.07435321322961821,0.9273766120121352,0.6868818326241081,0.7965117634951023,2024-09-23 15:37:00.544584
0.99,0.7241501082041103,0.8838215705915656,0.01,0.99,0.3928142792625919,0.6890460757258937,2024-09-24 15:37:00.544584
