model_risk,data_quality,bias,explainability,stability,regulatory_compliance,overall,date
0.5051197872952984,0.7985671682428294,0.16034829264433642,0.49363890053200554,0.3090237548055186,0.5349837159137527,0.5607132280435102,2024-08-01 15:37:00.444395
0.42956782825819406,0.781852996602396,0.13554571039986435,0.4938280313500746,0.3534667098032194,0.555585038421811,0.4175180728181924,2024-08-02 15:37:00.444395
0.28103849600375175,0.6878194488486483,0.26623845388294937,0.40095162025508413,0.37609460774134135,0.5754113654191583,0.4094138212979834,2024-08-03 15:37:00.444395
0.4602379536768537,0.508822130802993,0.16616869066159157,0.2630248855222881,0.3595178735035822,0.49115669172136545,0.38526317710756575,2024-08-04 15:37:00.444395
0.3959095765024731,0.3833995537071959,0.10780077834063677,0.11650638238097469,0.256366839936835,0.6232400574569924,0.29165460984905917,2024-08-05 15:37:00.444395
0.253811321265711,0.3060233079631114,0.01,0.2705962885990507,0.15540471279886503,0.675130720078108,0.18900001173123146,2024-08-06 15:37:00.444395
0.33485106697982436,0.27676440512850753,0.01,0.3245978427274308,0.18462467785912975,0.36996706459150014,0.10016137983475065,2024-08-07 15:37:00.444395
0.35658200001592694,0.25513907600976143,0.01,0.35491450750146447,0.1269331996729265,0.270435403344965,0.29212121384477646,2024-08-08 15:37:00.444395
0.5940985485563289,0.19309640746187967,0.011110777930600597,0.43569617485798806,0.23667907739348634,0.2723286171564478,0.35175626754257217,2024-08-09 15:37:00.444395
0.5489947726629238,0.12255989458279345,0.2847130471479942,0.5808187079336604,0.2818154345110532,0.18545399065346327,0.3651848628388413,2024-08-10 15:37:00.444395
0.6186622938131883,0.11272319071036058,0.37844329944427046,0.45150444768067943,0.4307498532141143,0.17902220934748003,0.3335267542982273,2024-08-11 15:37:00.444395
0.6961597030538464,0.14619771693967515,0.37658482388418885,0.6300514020611331,0.3686923122863998,0.20727056859014187,0.4129495823268089,2024-08-12 15:37:00.444395
0.7141054890262702,0.21476130425013634,0.4338462456603649,0.431982335639517,0.4173719345291866,0.14578654157749946,0.3789345107699057,2024-08-13 15:37:00.444395
0.5370594670581997,0.053211886496890376,0.3713146401796817,0.46793831423124915,0.34681032411038837,0.01,0.323553799767221,2024-08-14 15:37:00.444395
0.5300250760936005,0.01,0.5973032639902229,0.5144949950700697,0.24927305393028937,0.07870841843392185,0.2574122654216041,2024-08-15 15:37:00.444395
0.5720268540279859,0.01,0.6807099873884492,0.4559655178808108,0.11423365007466607,0.026628104001680246,0.22241171442352542,2024-08-16 15:37:00.444395
