data_breach,system_outage,ddos,ransomware,phishing,insider_threat,overall,date
0.3192715556669309,0.3251369176125145,0.4604160969645509,0.3486084948606446,0.43389651682523517,0.42137854328261853,0.37971553826044796,2024-08-01 15:37:00.534587
0.25507603779485666,0.1798910450657927,0.42210319956649933,0.46662466308016926,0.6615613499939035,0.5159338347354433,0.4057788192097902,2024-08-02 15:37:00.534587
0.2017030602435101,0.2721978381223842,0.656814983471202,0.678595364692562,0.522895571919543,0.7006155999599134,0.609625902048163,2024-08-03 15:37:00.534587
0.01,0.20233797606917964,0.7560674072011474,0.47737538473450203,0.33330310692408727,0.7874817391305138,0.473260829482713,2024-08-04 15:37:00.534587
0.06499375441422069,0.4486073666987562,0.7366199887702433,0.6444348464592285,0.2851989529109389,0.7109741529255383,0.5835435130981974,2024-08-05 15:37:00.534587
0.01,0.34831752648451536,0.9226158934656989,0.4218052636537923,0.1414703941991028,0.9335300377210871,0.5016813576504622,2024-08-06 15:37:00.534587
0.01966077896174461,0.39620892975308974,0.99,0.14243253275417778,0.14848491653928203,0.7476660272373621,0.26313858639614834,2024-08-07 15:37:00.534587
0.17157338438713501,0.1305552818762391,0.9724751698754375,0.27710109342347977,0.39493792442946074,0.7979744109574984,0.43582050663410427,2024-08-08 15:37:00.534587
0.01,0.1885943666607528,0.99,0.614007947501161,0.34917427562582937,0.761974592194606,0.4919561305445299,2024-08-09 15:37:00.534587
0.45849347980848987,0.05163695244443389,0.8564836050609533,0.7724113305315814,0.280072361428704,0.6867663106130238,0.5233955397477791,2024-08-10 15:37:00.534587
0.36012027639532945,0.15785473208621048,0.99,0.8435570127635874,0.01,0.8264394996424522,0.6166926731747926,2024-08-11 15:37:00.534587
0.3562113599372879,0.16067824702759018,0.99,0.7859944015797182,0.01,0.99,0.5595537877628239,2024-08-12 15:37:00.534587
0.40515119665968025,0.13281344628403477,0.7572558550156613,0.8033259325590174,0.11830749243991194,0.9022965943759198,0.5190332488013417,2024-08-13 15:37:00.534587
0.3051106966563196,0.38687563877954734,0.6749954661054988,0.7400122063963098,0.12734983436672143,0.5767164934358417,0.5430993191916971,2024-08-14 15:37:00.534587
0.2539494479460342,0.7203643788760535,0.6157740124205411,0.3407439763481895,0.053477790078248974,0.6935410550097219,0.5149831835486319,2024-08-15 15:37:00.534587
0.42821831550851913,0.5184382567134229,0.7264729145643506,0.41450368851987,0.3576392275438065,0.7338953746020578,0.5069073029132483,2024-08-16 15:37:00.534587
0.54279188884065,0.4770362341679553,0.6600840541031598,0.4416883124263176,0.4320001454768542,0.9632825149232012,0.48529129641160945,2024-08-17 15:37:00.534587
0.5102848127662484,0.603532732619236,0.4184098245873858,0.5386056105066788,0.5011370718154542,0.8931880346719676,0.5341202650192513,2024-08-18 15:37:00.534587
0.5145145458897619,0.657251394234943,0.3552519948491454,0.4786237832054113,0.8565242689514809,0.9255791906891178,0.5694790253408561,2024-08-19 15:37:00.534587
0.5383863120802633,0.7661881587586785,0.42585162386929376,0.5416512629647103,0.7759402479598294,0.9793160273015832,0.6279268840386957,2024-08-20 15:37:00.534587
0.6195041944354162,0.7484362326230191,0.5739171693387555,0.6883571595786973,0.9656726648243886,0.99,0.7614646301139196,2024-08-21 15:37:00.534587
0.7070392686781044,0.9081200667160305,0.6557999804880689,0.5932371810492494,0.9295811178256272,0.99,0.7664264245892868,2024-08-22 15:37:00.534587
0.7862545355332264,0.9217624950795344,0.6968050946110239,0.6190792098764811,0.9792961717242424,0.99,0.7684915255672679,2024-08-23 15:37:00.534587
0.7195376911411177,0.9680692773170271,0.7722922352667388,0.7429881182224956,0.5791877833991588,0.8773935714795643,0.6339897136534063,2024-08-24 15:37:00.534587
0.7286387294589883,0.7922887532106675,0.6878714025923982,0.7617334745392629,0.6256367937964902,0.8891319318124219,0.7462508233302317,2024-08-25 15:37:00.534587
0.8619572648220811,0.7970301171245873,0.6691969532449616,0.99,0.4792688665493229,0.6151528214511235,0.7651180142275458,2024-08-26 15:37:00.534587
0.99,0.9091964465486978,0.7971928312013845,0.849653440296644,0.36553784579227533,0.7732447383535153,0.8078753915575281,2024-08-27 15:37:00.534587
0.9816509415659495,0.9395405016241536,0.7783902930449268,0.99,0.33895308804760405,0.6705140779707408,0.8224189433377882,2024-08-28 15:37:00.534587
0.8869157070294643,0.99,0.8076394703973985,0.928758646332014,0.1849328260491597,0.8606273646211451,0.8644514059258716,2024-08-29 15:37:00.534587
0.7603621726216501,0.99,0.845169077996937,0.8154315862023565,0.01,0.752374665184833,0.6823003047739918,2024-08-30 15:37:00.534587
0.8380618374053226,0.99,0.9212820340731398,0.795111652645665,0.014484675734882308,0.7970674087125521,0.8776009322467982,2024-08-31 15:37:00.534587
0.6078377364573849,0.99,0.7440462003184827,0.5884153494550436,0.14916519335726808,0.7504534459727374,0.6531519309687635,2024-09-01 15:37:00.534587
0.6946580138923788,0.9656610064218675,0.9129097260632897,0.5034426732355509,0.20338026610284368,0.6839725408019488,0.6682965920906042,2024-09-02 15:37:00.534587
0.7797409434888015,0.99,0.8225808973514991,0.4745691370153063,0.37972198797950285,0.7424842163500639,0.8020191624875787,2024-09-03 15:37:00.534587
0.6998250195840527,0.9559662521835847,0.7981311152530993,0.5178681160577333,0.14818664528510186,0.99,0.6846420268857352,2024-09-04 15:37:00.534587
0.7284159539247116,0.7736398475750672,0.733837372542437,0.5308930406220546,0.11572917250534018,0.9305241724569887,0.6695696367951567,2024-09-05 15:37:00.534587
0.6910931302543047,0.9878413409969655,0.7031803921438192,0.6046144213090459,0.14473136971540373,0.99,0.8926078114949316,2024-09-06 15:37:00.534587
0.499963491998061,0.8861659582423315,0.6887656373833473,0.6003493760211863,0.04784735138392435,0.8705341558711563,0.5770397583854853,2024-09-07 15:37:00.534587
0.5812127578280654,0.6698095492002037,0.4797026692767181,0.7576117274135337,0.08624598940813724,0.99,0.46833640837908047,2024-09-08 15:37:00.534587
0.6450728121692788,0.7556652515789939,0.5405552580543485,0.8445103146753645,0.2597308847813714,0.9853078536933773,0.7385299626574038,2024-09-09 15:37:00.534587
0.582249919274121,0.99,0.5310390334747975,0.8911223930095149,0.3471008150458883,0.99,0.8397147830841025,2024-09-10 15:37:00.534587
0.8891397096515754,0.99,0.7599280990686597,0.99,0.5294384749987769,0.8143695880840713,0.8312075092145609,2024-09-11 15:37:00.534587
0.8755761399038607,0.99,0.8384612832654326,0.99,0.5726048663735717,0.739196182107936,0.8170330603836775,2024-09-12 15:37:00.534587
0.6030411386976896,0.848112102198019,0.875052001665981,0.9894246737879737,0.5596867283668544,0.7283206549743617,0.7753824055658926,2024-09-13 15:37:00.534587
0.7507432569966036,0.99,0.99,0.9216557974245856,0.7744094811012019,0.8716043411209693,0.8942310605767819,2024-09-14 15:37:00.534587
0.853566926075814,0.99,0.99,0.9373570480078086,0.7820216522098723,0.8569928477642406,0.9297312020658494,2024-09-15 15:37:00.534587
0.968859382763388,0.99,0.99,0.9045868597004711,0.99,0.99,0.9673041000857729,2024-09-16 15:37:00.534587
0.8122299485741344,0.99,0.9038512419110987,0.8357957787343069,0.99,0.99,0.9198788854029546,2024-09-17 15:37:00.534587
0.8314138669592234,0.9271686159701878,0.623975082771247,0.8502009838151044,0.8779408042932638,0.9397822750639101,0.7695050327916905,2024-09-18 15:37:00.534587
0.8183938530241791,0.9376907783472932,0.38410772444075847,0.8920703805392002,0.835963798786793,0.9556830988230508,0.8405499835430674,2024-09-19 15:37:00.534587
0.783131825528928,0.9014392999476356,0.42952034151394636,0.9650496438631586,0.99,0.8188197893514175,0.8083913560636984,2024-09-20 15:37:00.534587
0.9613781336138666,0.8335280587920076,0.56216545342432,0.99,0.99,0.99,0.9140728399979512,2024-09-21 15:37:00.534587
0.946108595002072,0.8796923024857745,0.3608854989069418,0.99,0.99,0.99,0.705463536660258,2024-09-22 15:37:00.534587
0.8728274224518547,0.99,0.2434436475982847,0.9695111933628838,0.99,0.8463705163113563,0.7437179732581372,2024-09-23 15:37:00.534587
0.8018783707986545,0.7507854566475443,0.43111655159319306,0.99,0.7917081612736434,0.99,0.8468058294647025,2024-09-24 15:37:00.534587
0.6439288325725296,0.654082649363713,0.514165564845319,0.8619151093987356,0.6304763706767142,0.99,0.7685824535157557,2024-09-25 15:37:00.534587
0.6578242389901816,0.8583154885494552,0.6873722878866554,0.5852016713947571,0.6616558635194992,0.99,0.6762703716130183,2024-09-26 15:37:00.534587
0.8547590382639403,0.6378641639425747,0.7640137594929033,0.37263789433147587,0.9549254980384638,0.9694256310841695,0.891584397326767,2024-09-27 15:37:00.534587
0.7967776131523954,0.6543276611999665,0.8887780213434822,0.45186885033055146,0.8201119440379567,0.9601642060564259,0.7485827984291411,2024-09-28 15:37:00.534587
0.8245724623924772,0.7754892397321305,0.8479358441956597,0.4170236187385485,0.77189037564548,0.8580398462801766,0.8184330673661682,2024-09-29 15:37:00.534587
0.7868572138943422,0.7528107704546394,0.6263421579166033,0.39386237650724,0.45729129043250216,0.7229479604722978,0.6992250339725514,2024-09-30 15:37:00.534587
0.7654270530450833,0.7070304658015855,0.6503470056283137,0.29259112404793514,0.5436153321750179,0.5879792500446069,0.6643550240694067,2024-10-01 15:37:00.534587
0.8742634797079208,0.8250276487447994,0.4003017146624824,0.4764624954802228,0.7272402100354179,0.7429571739927896,0.6731298479014413,2024-10-02 15:37:00.534587
0.7110691449371285,0.8894588021612732,0.4130230472011037,0.2741395736845811,0.7638586279343977,0.7607054872519109,0.5910343980425808,2024-10-03 15:37:00.534587
0.49878367639774457,0.961657505767531,0.43201875347798463,0.372620649843587,0.8241439744685781,0.6361234858480409,0.5608859121859415,2024-10-04 15:37:00.534587
0.6932551240888682,0.8910033731896245,0.42185324485041586,0.3849064294440432,0.8206606650471542,0.6476663499622278,0.6325592969132613,2024-10-05 15:37:00.534587
0.5312493911668417,0.8068288040400695,0.5058550732465558,0.613767868496411,0.8095424442696759,0.4244710605353863,0.6030582973293552,2024-10-06 15:37:00.534587
0.5876133980684033,0.837658849269116,0.2766017165128791,0.7520474094887105,0.9665931189720061,0.3142198230945652,0.4534689633746307,2024-10-07 15:37:00.534587
0.4672327914933081,0.9617736368797907,0.17540096748712208,0.5978759939993081,0.9496664242670855,0.49810868244837725,0.5754443859490743,2024-10-08 15:37:00.534587
0.6328580338874494,0.7623487481424042,0.02685892054550204,0.6928979902248568,0.8357658823713984,0.4324406389744646,0.6856324630770194,2024-10-09 15:37:00.534587
0.7441498284960878,0.7452240401022007,0.0536255202752102,0.7519117062119623,0.9176989602687741,0.5246602415137839,0.5056106563672936,2024-10-10 15:37:00.534587
0.3249025179052407,0.6742387883435637,0.01,0.7350528900648634,0.8861163101497471,0.516027280020464,0.47890921630681266,2024-10-11 15:37:00.534587
0.35988941011028114,0.6778708830909076,0.09318370207959024,0.8115798578372345,0.99,0.7131423227689988,0.5962187033372366,2024-10-12 15:37:00.534587
0.22856910692566798,0.7831533486420692,0.01,0.7151511999987332,0.5868403009151095,0.99,0.4990060115764141,2024-10-13 15:37:00.534587
0.23476839132568914,0.6636690139573446,0.22567121112871064,0.7238245910131154,0.7717629372835572,0.99,0.4845825875854172,2024-10-14 15:37:00.534587
0.5625265334016117,0.7524556325473697,0.01,0.7209905641246426,0.7353751042560448,0.6786935730120078,0.6430271690630254,2024-10-15 15:37:00.534587
0.6879357993021284,0.6967659263006584,0.01,0.6098532808416647,0.9070577864086103,0.6157512747581166,0.4687328152281274,2024-10-16 15:37:00.534587
