data_breach,system_outage,ddos,ransomware,phishing,insider_threat,overall,date
0.346567929072446,0.17564566161753448,0.060686821120522885,0.3962413963497001,0.34917067799793294,0.20874539442197532,0.29214083481379566,2024-08-01 15:37:00.434401
0.6372483343428847,0.05789253455400781,0.01,0.40702829539188873,0.26469637111654254,0.3539851990000085,0.28790514770512565,2024-08-02 15:37:00.434401
0.6038912153601095,0.20630570129999865,0.18056943439635104,0.45871370717271875,0.31478138115828447,0.5058156316782519,0.4122990180102265,2024-08-03 15:37:00.434401
0.5746077539477344,0.16382497630059573,0.3956853068827876,0.454661636622588,0.4311843863032861,0.528926232423456,0.41912271887261404,2024-08-04 15:37:00.434401
0.6899775742958463,0.06850667118790198,0.49634171319633025,0.5235662959137966,0.36212680955334947,0.5582313060145707,0.5265067548817166,2024-08-05 15:37:00.434401
0.7789021709574426,0.01,0.6307746280402299,0.36394280221568204,0.5950130484625376,0.48783536491537166,0.5571048662031167,2024-08-06 15:37:00.434401
0.6010236588585443,0.19305761376249242,0.6036526701397207,0.5503834968159506,0.5649467437015637,0.5951614909217898,0.5622383810692468,2024-08-07 15:37:00.434401
0.6055404111374947,0.29685625934091975,0.4518508821932033,0.31254677886587834,0.33615290618639704,0.5905872310522574,0.4091661969229635,2024-08-08 15:37:00.434401
0.5458783602498748,0.3864699043495913,0.4917073434037897,0.2346331140954835,0.3183879834782578,0.5867488506585905,0.5126290951841453,2024-08-09 15:37:00.434401
0.4809507641641698,0.6050470053754887,0.6357814253996767,0.23502355547433185,0.49034738483739576,0.5797377389168246,0.3698122696299581,2024-08-10 15:37:00.434401
0.4908632490268965,0.5583758885133624,0.3103656313015283,0.01312765018425166,0.3777095744569421,0.5696850554193996,0.4160970276648176,2024-08-11 15:37:00.434401
0.45401242673115083,0.3828396293599948,0.33759725370808025,0.01,0.26176587139523877,0.5019498156655978,0.3406304370837657,2024-08-12 15:37:00.434401
0.47837143436184004,0.1398055621814793,0.13043835756660258,0.06773213164700387,0.3220546168684205,0.44761784205783123,0.29814449507141216,2024-08-13 15:37:00.434401
0.35352045546456434,0.39952730178418494,0.05533879479071106,0.28878578857823156,0.19959254311456093,0.5787295123011609,0.3431857353357344,2024-08-14 15:37:00.434401
0.1704605284122935,0.34873120425635984,0.100339371328741,0.37190997142324145,0.07870894877887039,0.6054194831230213,0.3186646820861304,2024-08-15 15:37:00.434401
0.31139491504234446,0.3160234824371223,0.32193887590606785,0.32247320002942814,0.01,0.6217546945190242,0.2506381583112378,2024-08-16 15:37:00.434401
0.4665410485976713,0.3906219636270991,0.33580157374498415,0.14234468586764085,0.23373256000619366,0.8183486882618054,0.4111531016562493,2024-08-17 15:37:00.434401
