legacy_systems,digital_transformation,tech_debt,innovation_gap,digital_competence,data_management,overall,date
0.5367649272633099,0.34492552977152596,0.4795882799924517,0.1603178593264108,0.3186268337345478,0.17594857975513034,0.3532111377114512,2024-08-01 15:37:00.455046
0.4976194642501133,0.43798169537407106,0.5565179565000051,0.12594275532686183,0.3469870575860326,0.22171849961231455,0.271426622242664,2024-08-02 15:37:00.455046
0.5188533601965597,0.34942422002094525,0.5590874828866687,0.19881120062409569,0.31225615470508244,0.11846314776217892,0.31512017800145853,2024-08-03 15:37:00.455046
0.5883193861134182,0.33911099353690316,0.560204104469554,0.14446588830534834,0.41158994984986247,0.01,0.32917043187494543,2024-08-04 15:37:00.455046
0.585076964554159,0.17889044647369728,0.584770406103287,0.24304163186282457,0.5731030758366646,0.07611183687115715,0.32055287875219046,2024-08-05 15:37:00.455046
0.5911808026276696,0.08404162332921,0.6250741391272453,0.20019130605111973,0.531419968409895,0.01,0.32046651969504786,2024-08-06 15:37:00.455046
0.5899981406164232,0.11410015421343563,0.7874709046340443,0.13416295729387756,0.6049983011197096,0.01,0.4211508271036654,2024-08-07 15:37:00.455046
0.6353589465591066,0.02908372979573899,0.7565442712625097,0.1504048135161609,0.6252680841401861,0.03476818186084983,0.3699518961713885,2024-08-08 15:37:00.455046
0.674506389377462,0.01,0.7425954767486984,0.18839802470449069,0.5860863954353519,0.13016303327169287,0.4871288621240217,2024-08-09 15:37:00.455046
0.5933804997856139,0.1479552586048366,0.7518728733820641,0.12564790278265742,0.6044543053161876,0.04328512429151622,0.2635659246730445,2024-08-10 15:37:00.455046
0.4922468665947544,0.11383579016126544,0.7345377556721399,0.09815625655221155,0.6496337555452606,0.18278664284013135,0.4296712089131975,2024-08-11 15:37:00.455046
0.5236699588669043,0.05825063783681915,0.7203856006598237,0.1467506646720525,0.5243401134149238,0.23768143542916215,0.40170726647817406,2024-08-12 15:37:00.455046
0.4922488531274784,0.1650704002601875,0.6162925010269157,0.1729408521374465,0.42845076855651076,0.4487820540626542,0.30662660720864354,2024-08-13 15:37:00.455046
0.5365329434172373,0.1064138648680393,0.6484495544079579,0.2136629935891384,0.47508761447907505,0.4106750649534811,0.3712172358755483,2024-08-14 15:37:00.455046
0.608267979809292,0.14322225320594115,0.6137619509356027,0.31032936701885583,0.3791172512389969,0.5073830316482306,0.45385238264071126,2024-08-15 15:37:00.455046
0.7557812252064087,0.18031247041239198,0.6006374019331238,0.3263056378495802,0.36466272157767476,0.4736532624307941,0.5864522505531223,2024-08-16 15:37:00.455046
0.6934804284914524,0.25119489058521155,0.5562569867850894,0.438787360870894,0.3727542824091342,0.470814366115812,0.5729679432741815,2024-08-17 15:37:00.455046
0.588348012113233,0.17767814287734407,0.4767421190267593,0.4158313397506371,0.30257381062231054,0.418300958656723,0.5012389252404807,2024-08-18 15:37:00.455046
0.6636672788820699,0.12818826642936001,0.48270951969984766,0.4320381262681173,0.2947491302183531,0.41484125522731213,0.3576505188307277,2024-08-19 15:37:00.455046
0.6405887658015094,0.09586585820754945,0.5061271796918049,0.4000192809311552,0.3073825501703975,0.4800324033729415,0.2968101154715429,2024-08-20 15:37:00.455046
0.6875327970203867,0.053440081169619055,0.6734989849046344,0.4307815636700374,0.39578235671489104,0.6007960016972579,0.40271525439591754,2024-08-21 15:37:00.455046
0.634002246885403,0.12538154973595816,0.619824460591332,0.5584547694302362,0.47109498592884524,0.5282448987001761,0.4821543284494927,2024-08-22 15:37:00.455046
